,GHSI 2021 PC1,GHSI 2021 PC2,GHSI 2021 PC3
0,-2.9704199948065897,1.5426258523470306,-0.9154822866040592
1,-0.897238903512101,-0.6206256802943962,0.3848349640172034
2,1.9861070933757228,1.3434000421489167,0.971289820519122
3,4.426760020612832,0.5380219608858307,0.04202390203752212
4,2.269115177596258,-0.8580557423943609,-0.9045122388538976
5,-1.7293101177706478,-0.8413068398726177,-0.10669367828162588
6,2.6122351778782336,-0.43093290099838755,-0.3641770216817755
7,-1.702629275421079,0.5417210867558797,-0.029107362894869832
8,-1.5743764106033211,-0.9528236817850785,0.16994153999684836
9,-2.701834060337615,-1.0763740263784651,-0.03447387084699769
10,-5.135424055850943,0.473819389504072,-0.29146985784729756
11,4.302503339163252,0.2845066912251684,-1.1037387836402066
12,2.618340250384193,-0.801333102201717,0.5907463714798343
13,2.078289950882124,0.0005987840579426848,0.9306410326682729
14,-2.432048466645614,0.9056382515093764,0.47688656590388556
15,1.5998201348209238,0.8242244821123054,0.1467501759734431
16,-0.5549348019447389,-0.7610631681555143,0.6746792443817595
17,-2.5501603176829084,-0.8100455643073826,-0.00040074568824294255
18,-0.39029142656791693,-0.5893030925507526,-0.7803199955074636
19,1.5719533424241035,-0.9511771428755481,0.2613908859329336
20,3.6187604522070567,0.6192726054512849,-0.12307014823444559
21,-3.6376959353990377,-0.3184934114850815,0.25292697312534845
22,3.4079595805746465,-0.4416552764403792,-0.1791462451233897
23,-3.2655547195414405,-0.7067967417483267,-0.5640167648626231
24,2.828387337941755,0.4446271640872641,0.3046600301514453
25,2.0797311758926122,-0.08341771273929725,0.11498207759038657
26,-1.0457165049689003,1.1463982471273584,0.4663061332227388
27,4.51192624256514,0.37457970572167365,0.20557420424184125
28,3.075013892963353,-0.7994765130597012,-0.6738206217590977
29,-3.496356750364431,-0.838254565198631,-0.5537679867947268
30,3.825460381195692,0.0005134354667016659,0.5288011502506554
31,1.4425867973456972,1.1406736118803367,-0.16279984821426716
32,-1.8519183703987319,-0.41995882496816517,0.24212701454154692
33,-3.3471747571150106,0.6283390383483546,0.054202244081702634
34,1.3346464271882843,0.6064478486908801,-0.12638888280266203
35,-2.891912946596589,0.7198974430371458,0.048821851945962766
36,0.7625580958501846,-0.24284126520595803,-1.2542400078388436
37,-2.6031961017827565,1.3344071765472902,0.3615689550501376
38,1.8724814493870394,-0.38752117885823323,-0.19480053399888275
39,-0.34256469369058645,0.006087341517935701,-0.3401690604107156
40,1.9345818450189265,-0.6912041156957687,-0.459759547915361
41,-1.3429702950263223,-0.9826031793058774,0.5391205127622982
42,0.7987433265727376,-1.6963863491749087,0.8596364881520132
43,0.5091759687805407,-1.083194699400732,0.963115714056261
44,1.398726084562524,0.4342870428275336,-0.4807262789956836
45,-2.3204794975142766,-0.1526566978856987,0.37751509918838305
46,-0.1959026085076171,-0.1794075834360348,0.3391272622689461
47,2.765875246278677,0.8513197088736034,0.5776809865332182
48,0.3928555926043416,-0.45533918695533665,-1.0047006648554013
49,-1.312303683167635,1.7689770984458297,-1.6979465653792911
50,-1.2995225408996083,-1.5748343448648436,0.7992956364759785
51,2.6061783065964286,0.4567740140410591,0.7178400786562026
52,-1.9923085827383125,-0.6287200260684189,-0.0831403403383826
53,-0.38971784217999,-1.146347771790627,-0.701604384539867
54,-0.5566824829385059,-0.4859970730552515,0.10661805807952889
55,-2.6161694144075827,1.3229318671136054,-0.2870338317086577
56,-2.259304707239799,-0.644492950405945,0.4753403717003728
57,2.2560126629054373,0.9462104141734732,0.7474076208772885
58,-0.3473404536595897,-0.20946487930408905,-0.15987749626392533
59,-2.853152776996296,1.5786971987355571,0.021806909789218672
60,-0.7878311015576581,-0.7107827404913444,-1.3512545409394014
61,0.047629759297263166,0.22902723459144742,-0.29829137615080237
62,-2.480962020795388,-0.21096942916813952,-0.314395626265877
63,-0.8180380886949353,0.11495069841343519,-0.3190609527879659
64,2.045790494601851,0.6059866362344831,1.1926144815350126
65,-1.0562289201020536,1.673137490175602,0.33302757289144386
66,2.8784462742484718,-0.45377656671096367,-0.19673273837107055
67,3.107493114633594,1.178576163755083,-0.38150345367392047
68,-1.978145529060237,0.5676637039297291,0.7026261007265174
69,1.625357318213373,-0.5356040257224093,1.5226226839884984
70,1.862179124975858,-0.6586095328056762,-0.6667235126769923
71,0.10006483771150161,0.031921430730669775,-1.373101108562566
72,0.8881079555028297,0.042704470042340466,0.2024978488323047
73,0.03619646544184858,0.2688819726972018,-0.24136648065565713
74,-2.107258953263089,1.1340860003317472,0.6579214648037509
75,-0.7545798293469445,1.2967407876447443,0.43869599959425415
76,0.1617418534115128,-0.5672982096512854,-0.5154642473924823
77,2.5928311721911395,0.641848256437365,-0.8460343230010982
78,-1.2988352988130936,-0.7935686932339358,0.41724984858324443
79,-2.3349237227457755,-0.6118453490906673,0.9988806664129548
80,1.0205299620533632,0.0321676765981869,-0.8182149359278574
81,-0.6771893302407087,-2.184042628012516,-0.052560564969506424
82,-0.9527948234426359,0.03702750113196022,-1.5152427247266738
83,-3.7053319626793395,0.6844991965402453,0.4686400180872346
84,0.30557939116703403,0.21438574186081163,1.7788950768770162
